image_url,Id,Names,Type1,Type2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Names_clean,Cluster
https://img.pokemondb.net/sprites/sword-shield/icon/fearow.png,22,Fearow,Normal,Flying,442,65,90,65,61,61,100,Fearow,4
https://img.pokemondb.net/sprites/sword-shield/icon/ekans.png,23,Ekans,Poison,,288,35,60,44,40,54,55,Ekans,2
https://img.pokemondb.net/sprites/sword-shield/icon/arbok.png,24,Arbok,Poison,,448,60,95,69,65,79,80,Arbok,4
https://img.pokemondb.net/sprites/sword-shield/icon/pikachu.png,25,Pikachu,Electric,,320,35,55,40,50,50,90,Pikachu,2
https://img.pokemondb.net/sprites/sword-shield/icon/pikachu-lets-go.png,25,Pikachu Partner Pikachu,Electric,,430,45,80,50,75,60,120,Partner Pikachu,4
https://img.pokemondb.net/sprites/sword-shield/icon/raichu.png,26,Raichu,Electric,,485,60,90,55,90,80,110,Raichu,4
https://img.pokemondb.net/sprites/sword-shield/icon/raichu-alolan.png,26,Raichu Alolan Raichu,Electric,Psychic,485,60,85,50,95,85,110,Alolan Raichu,4
https://img.pokemondb.net/sprites/sword-shield/icon/sandshrew.png,27,Sandshrew,Ground,,300,50,75,85,20,30,40,Sandshrew,2
https://img.pokemondb.net/sprites/sword-shield/icon/sandshrew-alolan.png,27,Sandshrew Alolan Sandshrew,Ice,Steel,300,50,75,90,10,35,40,Alolan Sandshrew,2
https://img.pokemondb.net/sprites/sword-shield/icon/sandslash.png,28,Sandslash,Ground,,450,75,100,110,45,55,65,Sandslash,5
https://img.pokemondb.net/sprites/sword-shield/icon/sandslash-alolan.png,28,Sandslash Alolan Sandslash,Ice,Steel,450,75,100,120,25,65,65,Alolan Sandslash,5
https://img.pokemondb.net/sprites/sword-shield/icon/nidoran-f.png,29,Nidoran♀,Poison,,275,55,47,52,40,40,41,Nidoran♀,2
https://img.pokemondb.net/sprites/sword-shield/icon/nidorina.png,30,Nidorina,Poison,,365,70,62,67,55,55,56,Nidorina,2
https://img.pokemondb.net/sprites/sword-shield/icon/nidoqueen.png,31,Nidoqueen,Poison,Ground,505,90,92,87,75,85,76,Nidoqueen,1
https://img.pokemondb.net/sprites/sword-shield/icon/nidoran-m.png,32,Nidoran♂,Poison,,273,46,57,40,40,40,50,Nidoran♂,2
https://img.pokemondb.net/sprites/sword-shield/icon/nidorino.png,33,Nidorino,Poison,,365,61,72,57,55,55,65,Nidorino,2
https://img.pokemondb.net/sprites/sword-shield/icon/nidoking.png,34,Nidoking,Poison,Ground,505,81,102,77,85,75,85,Nidoking,4
https://img.pokemondb.net/sprites/sword-shield/icon/clefairy.png,35,Clefairy,Fairy,,323,70,45,48,60,65,35,Clefairy,2
https://img.pokemondb.net/sprites/sword-shield/icon/clefable.png,36,Clefable,Fairy,,483,95,70,73,95,90,60,Clefable,0
https://img.pokemondb.net/sprites/sword-shield/icon/vulpix.png,37,Vulpix,Fire,,299,38,41,40,50,65,65,Vulpix,2
https://img.pokemondb.net/sprites/sword-shield/icon/vulpix-alolan.png,37,Vulpix Alolan Vulpix,Ice,,299,38,41,40,50,65,65,Alolan Vulpix,2
https://img.pokemondb.net/sprites/sword-shield/icon/ninetales.png,38,Ninetales,Fire,,505,73,76,75,81,100,100,Ninetales,0
https://img.pokemondb.net/sprites/sword-shield/icon/ninetales-alolan.png,38,Ninetales Alolan Ninetales,Ice,Fairy,505,73,67,75,81,100,109,Alolan Ninetales,0
https://img.pokemondb.net/sprites/sword-shield/icon/jigglypuff.png,39,Jigglypuff,Normal,Fairy,270,115,45,20,45,25,20,Jigglypuff,2
https://img.pokemondb.net/sprites/sword-shield/icon/wigglytuff.png,40,Wigglytuff,Normal,Fairy,435,140,70,45,85,50,45,Wigglytuff,1
https://img.pokemondb.net/sprites/sword-shield/icon/zubat.png,41,Zubat,Poison,Flying,245,40,45,35,30,40,55,Zubat,2
https://img.pokemondb.net/sprites/sword-shield/icon/golbat.png,42,Golbat,Poison,Flying,455,75,80,70,65,75,90,Golbat,4
https://img.pokemondb.net/sprites/sword-shield/icon/oddish.png,43,Oddish,Grass,Poison,320,45,50,55,75,65,30,Oddish,2
https://img.pokemondb.net/sprites/sword-shield/icon/gloom.png,44,Gloom,Grass,Poison,395,60,65,70,85,75,40,Gloom,2
https://img.pokemondb.net/sprites/sword-shield/icon/vileplume.png,45,Vileplume,Grass,Poison,490,75,80,85,110,90,50,Vileplume,0
https://img.pokemondb.net/sprites/sword-shield/icon/paras.png,46,Paras,Bug,Grass,285,35,70,55,45,55,25,Paras,2
https://img.pokemondb.net/sprites/sword-shield/icon/parasect.png,47,Parasect,Bug,Grass,405,60,95,80,60,80,30,Parasect,5
https://img.pokemondb.net/sprites/sword-shield/icon/venonat.png,48,Venonat,Bug,Poison,305,60,55,50,40,55,45,Venonat,2
https://img.pokemondb.net/sprites/sword-shield/icon/venomoth.png,49,Venomoth,Bug,Poison,450,70,65,60,90,75,90,Venomoth,4
https://img.pokemondb.net/sprites/sword-shield/icon/diglett.png,50,Diglett,Ground,,265,10,55,25,35,45,95,Diglett,2
https://img.pokemondb.net/sprites/sword-shield/icon/diglett-alolan.png,50,Diglett Alolan Diglett,Ground,Steel,265,10,55,30,35,45,90,Alolan Diglett,2
https://img.pokemondb.net/sprites/sword-shield/icon/dugtrio.png,51,Dugtrio,Ground,,425,35,100,50,50,70,120,Dugtrio,4
https://img.pokemondb.net/sprites/sword-shield/icon/dugtrio-alolan.png,51,Dugtrio Alolan Dugtrio,Ground,Steel,425,35,100,60,50,70,110,Alolan Dugtrio,4
https://img.pokemondb.net/sprites/sword-shield/icon/meowth.png,52,Meowth,Normal,,290,40,45,35,40,40,90,Meowth,2
https://img.pokemondb.net/sprites/sword-shield/icon/meowth-alolan.png,52,Meowth Alolan Meowth,Dark,,290,40,35,35,50,40,90,Alolan Meowth,2
https://img.pokemondb.net/sprites/sword-shield/icon/meowth-galarian.png,52,Meowth Galarian Meowth,Steel,,290,50,65,55,40,40,40,Galarian Meowth,2
https://img.pokemondb.net/sprites/sword-shield/icon/persian.png,53,Persian,Normal,,440,65,70,60,65,65,115,Persian,4
https://img.pokemondb.net/sprites/sword-shield/icon/persian-alolan.png,53,Persian Alolan Persian,Dark,,440,65,60,60,75,65,115,Alolan Persian,4
https://img.pokemondb.net/sprites/sword-shield/icon/psyduck.png,54,Psyduck,Water,,320,50,52,48,65,50,55,Psyduck,2
https://img.pokemondb.net/sprites/sword-shield/icon/golduck.png,55,Golduck,Water,,500,80,82,78,95,80,85,Golduck,4
https://img.pokemondb.net/sprites/sword-shield/icon/mankey.png,56,Mankey,Fighting,,305,40,80,35,35,45,70,Mankey,2
https://img.pokemondb.net/sprites/sword-shield/icon/primeape.png,57,Primeape,Fighting,,455,65,105,60,60,70,95,Primeape,4
https://img.pokemondb.net/sprites/sword-shield/icon/growlithe.png,58,Growlithe,Fire,,350,55,70,45,70,50,60,Growlithe,2
https://img.pokemondb.net/sprites/scarlet-violet/icon/growlithe-hisuian.png,58,Growlithe Hisuian Growlithe,Fire,Rock,350,60,75,45,65,50,55,Hisuian Growlithe,2
https://img.pokemondb.net/sprites/sword-shield/icon/arcanine.png,59,Arcanine,Fire,,555,90,110,80,100,80,95,Arcanine,3
https://img.pokemondb.net/sprites/scarlet-violet/icon/arcanine-hisuian.png,59,Arcanine Hisuian Arcanine,Fire,Rock,555,95,115,80,95,80,90,Hisuian Arcanine,3
https://img.pokemondb.net/sprites/sword-shield/icon/poliwag.png,60,Poliwag,Water,,300,40,50,40,40,40,90,Poliwag,2
https://img.pokemondb.net/sprites/sword-shield/icon/poliwhirl.png,61,Poliwhirl,Water,,385,65,65,65,50,50,90,Poliwhirl,4
https://img.pokemondb.net/sprites/sword-shield/icon/poliwrath.png,62,Poliwrath,Water,Fighting,510,90,95,95,70,90,70,Poliwrath,1
https://img.pokemondb.net/sprites/sword-shield/icon/abra.png,63,Abra,Psychic,,310,25,20,15,105,55,90,Abra,2
https://img.pokemondb.net/sprites/sword-shield/icon/kadabra.png,64,Kadabra,Psychic,,400,40,35,30,120,70,105,Kadabra,4
https://img.pokemondb.net/sprites/sword-shield/icon/alakazam.png,65,Alakazam,Psychic,,500,55,50,45,135,95,120,Alakazam,0
https://img.pokemondb.net/sprites/sword-shield/icon/alakazam-mega.png,65,Alakazam Mega Alakazam,Psychic,,600,55,50,65,175,105,150,Mega Alakazam,0
https://img.pokemondb.net/sprites/sword-shield/icon/machop.png,66,Machop,Fighting,,305,70,80,50,35,35,35,Machop,2
https://img.pokemondb.net/sprites/sword-shield/icon/machoke.png,67,Machoke,Fighting,,405,80,100,70,50,60,45,Machoke,1
https://img.pokemondb.net/sprites/sword-shield/icon/machamp.png,68,Machamp,Fighting,,505,90,130,80,65,85,55,Machamp,1
https://img.pokemondb.net/sprites/sword-shield/icon/bellsprout.png,69,Bellsprout,Grass,Poison,300,50,75,35,70,30,40,Bellsprout,2
https://img.pokemondb.net/sprites/sword-shield/icon/weepinbell.png,70,Weepinbell,Grass,Poison,390,65,90,50,85,45,55,Weepinbell,4
https://img.pokemondb.net/sprites/sword-shield/icon/victreebel.png,71,Victreebel,Grass,Poison,490,80,105,65,100,70,70,Victreebel,4
https://img.pokemondb.net/sprites/sword-shield/icon/tentacool.png,72,Tentacool,Water,Poison,335,40,40,35,50,100,70,Tentacool,2
https://img.pokemondb.net/sprites/sword-shield/icon/tentacruel.png,73,Tentacruel,Water,Poison,515,80,70,65,80,120,100,Tentacruel,0
https://img.pokemondb.net/sprites/sword-shield/icon/geodude.png,74,Geodude,Rock,Ground,300,40,80,100,30,30,20,Geodude,2
https://img.pokemondb.net/sprites/sword-shield/icon/geodude-alolan.png,74,Geodude Alolan Geodude,Rock,Electric,300,40,80,100,30,30,20,Alolan Geodude,2
https://img.pokemondb.net/sprites/sword-shield/icon/graveler.png,75,Graveler,Rock,Ground,390,55,95,115,45,45,35,Graveler,5
https://img.pokemondb.net/sprites/sword-shield/icon/graveler-alolan.png,75,Graveler Alolan Graveler,Rock,Electric,390,55,95,115,45,45,35,Alolan Graveler,5
https://img.pokemondb.net/sprites/sword-shield/icon/golem.png,76,Golem,Rock,Ground,495,80,120,130,55,65,45,Golem,5
https://img.pokemondb.net/sprites/sword-shield/icon/golem-alolan.png,76,Golem Alolan Golem,Rock,Electric,495,80,120,130,55,65,45,Alolan Golem,5
https://img.pokemondb.net/sprites/sword-shield/icon/ponyta.png,77,Ponyta,Fire,,410,50,85,55,65,65,90,Ponyta,4
https://img.pokemondb.net/sprites/sword-shield/icon/ponyta-galarian.png,77,Ponyta Galarian Ponyta,Psychic,,410,50,85,55,65,65,90,Galarian Ponyta,4
https://img.pokemondb.net/sprites/sword-shield/icon/rapidash.png,78,Rapidash,Fire,,500,65,100,70,80,80,105,Rapidash,4
https://img.pokemondb.net/sprites/sword-shield/icon/rapidash-galarian.png,78,Rapidash Galarian Rapidash,Psychic,Fairy,500,65,100,70,80,80,105,Galarian Rapidash,4
https://img.pokemondb.net/sprites/sword-shield/icon/slowpoke.png,79,Slowpoke,Water,Psychic,315,90,65,65,40,40,15,Slowpoke,2
https://img.pokemondb.net/sprites/sword-shield/icon/slowpoke-galarian.png,79,Slowpoke Galarian Slowpoke,Psychic,,315,90,65,65,40,40,15,Galarian Slowpoke,2
https://img.pokemondb.net/sprites/sword-shield/icon/slowbro.png,80,Slowbro,Water,Psychic,490,95,75,110,100,80,30,Slowbro,5
https://img.pokemondb.net/sprites/sword-shield/icon/slowbro-mega.png,80,Slowbro Mega Slowbro,Water,Psychic,590,95,75,180,130,80,30,Mega Slowbro,5
https://img.pokemondb.net/sprites/sword-shield/icon/slowbro-galarian.png,80,Slowbro Galarian Slowbro,Poison,Psychic,490,95,100,95,100,70,30,Galarian Slowbro,1
https://img.pokemondb.net/sprites/sword-shield/icon/magnemite.png,81,Magnemite,Electric,Steel,325,25,35,70,95,55,45,Magnemite,2
https://img.pokemondb.net/sprites/sword-shield/icon/magneton.png,82,Magneton,Electric,Steel,465,50,60,95,120,70,70,Magneton,0
https://img.pokemondb.net/sprites/sword-shield/icon/farfetchd.png,83,Farfetch'd,Normal,Flying,377,52,90,55,58,62,60,Farfetch'd,2
https://img.pokemondb.net/sprites/sword-shield/icon/farfetchd-galarian.png,83,Farfetch'd Galarian Farfetch'd,Fighting,,377,52,95,55,58,62,55,Galarian Farfetch'd,2
https://img.pokemondb.net/sprites/sword-shield/icon/doduo.png,84,Doduo,Normal,Flying,310,35,85,45,35,35,75,Doduo,2
https://img.pokemondb.net/sprites/sword-shield/icon/dodrio.png,85,Dodrio,Normal,Flying,470,60,110,70,60,60,110,Dodrio,4
https://img.pokemondb.net/sprites/sword-shield/icon/seel.png,86,Seel,Water,,325,65,45,55,45,70,45,Seel,2
https://img.pokemondb.net/sprites/sword-shield/icon/dewgong.png,87,Dewgong,Water,Ice,475,90,70,80,70,95,70,Dewgong,1
https://img.pokemondb.net/sprites/sword-shield/icon/grimer.png,88,Grimer,Poison,,325,80,80,50,40,50,25,Grimer,2
https://img.pokemondb.net/sprites/sword-shield/icon/grimer-alolan.png,88,Grimer Alolan Grimer,Poison,Dark,325,80,80,50,40,50,25,Alolan Grimer,2
https://img.pokemondb.net/sprites/sword-shield/icon/muk.png,89,Muk,Poison,,500,105,105,75,65,100,50,Muk,1
https://img.pokemondb.net/sprites/sword-shield/icon/muk-alolan.png,89,Muk Alolan Muk,Poison,Dark,500,105,105,75,65,100,50,Alolan Muk,1
https://img.pokemondb.net/sprites/sword-shield/icon/shellder.png,90,Shellder,Water,,305,30,65,100,45,25,40,Shellder,2
https://img.pokemondb.net/sprites/sword-shield/icon/cloyster.png,91,Cloyster,Water,Ice,525,50,95,180,85,45,70,Cloyster,5
https://img.pokemondb.net/sprites/sword-shield/icon/gastly.png,92,Gastly,Ghost,Poison,310,30,35,30,100,35,80,Gastly,2
https://img.pokemondb.net/sprites/sword-shield/icon/haunter.png,93,Haunter,Ghost,Poison,405,45,50,45,115,55,95,Haunter,4
https://img.pokemondb.net/sprites/sword-shield/icon/gengar.png,94,Gengar,Ghost,Poison,500,60,65,60,130,75,110,Gengar,0
https://img.pokemondb.net/sprites/sword-shield/icon/gengar-mega.png,94,Gengar Mega Gengar,Ghost,Poison,600,60,65,80,170,95,130,Mega Gengar,0
https://img.pokemondb.net/sprites/sword-shield/icon/onix.png,95,Onix,Rock,Ground,385,35,45,160,30,45,70,Onix,5
https://img.pokemondb.net/sprites/sword-shield/icon/drowzee.png,96,Drowzee,Psychic,,328,60,48,45,43,90,42,Drowzee,2
https://img.pokemondb.net/sprites/sword-shield/icon/hypno.png,97,Hypno,Psychic,,483,85,73,70,73,115,67,Hypno,0
https://img.pokemondb.net/sprites/sword-shield/icon/krabby.png,98,Krabby,Water,,325,30,105,90,25,25,50,Krabby,2
https://img.pokemondb.net/sprites/sword-shield/icon/kingler.png,99,Kingler,Water,,475,55,130,115,50,50,75,Kingler,5
https://img.pokemondb.net/sprites/sword-shield/icon/voltorb.png,100,Voltorb,Electric,,330,40,30,50,55,55,100,Voltorb,2
https://img.pokemondb.net/sprites/scarlet-violet/icon/voltorb-hisuian.png,100,Voltorb Hisuian Voltorb,Electric,Grass,330,40,30,50,55,55,100,Hisuian Voltorb,2
https://img.pokemondb.net/sprites/sword-shield/icon/electrode.png,101,Electrode,Electric,,490,60,50,70,80,80,150,Electrode,4
https://img.pokemondb.net/sprites/scarlet-violet/icon/electrode-hisuian.png,101,Electrode Hisuian Electrode,Electric,Grass,490,60,50,70,80,80,150,Hisuian Electrode,4
https://img.pokemondb.net/sprites/sword-shield/icon/exeggcute.png,102,Exeggcute,Grass,Psychic,325,60,40,80,60,45,40,Exeggcute,2
https://img.pokemondb.net/sprites/sword-shield/icon/exeggutor.png,103,Exeggutor,Grass,Psychic,530,95,95,85,125,75,55,Exeggutor,1
https://img.pokemondb.net/sprites/sword-shield/icon/exeggutor-alolan.png,103,Exeggutor Alolan Exeggutor,Grass,Dragon,530,95,105,85,125,75,45,Alolan Exeggutor,1
https://img.pokemondb.net/sprites/sword-shield/icon/cubone.png,104,Cubone,Ground,,320,50,50,95,40,50,35,Cubone,2
https://img.pokemondb.net/sprites/sword-shield/icon/marowak.png,105,Marowak,Ground,,425,60,80,110,50,80,45,Marowak,5
https://img.pokemondb.net/sprites/sword-shield/icon/marowak-alolan.png,105,Marowak Alolan Marowak,Fire,Ghost,425,60,80,110,50,80,45,Alolan Marowak,5
https://img.pokemondb.net/sprites/sword-shield/icon/hitmonlee.png,106,Hitmonlee,Fighting,,455,50,120,53,35,110,87,Hitmonlee,4
https://img.pokemondb.net/sprites/sword-shield/icon/hitmonchan.png,107,Hitmonchan,Fighting,,455,50,105,79,35,110,76,Hitmonchan,4
https://img.pokemondb.net/sprites/sword-shield/icon/lickitung.png,108,Lickitung,Normal,,385,90,55,75,60,75,30,Lickitung,1
https://img.pokemondb.net/sprites/sword-shield/icon/koffing.png,109,Koffing,Poison,,340,40,65,95,60,45,35,Koffing,2
https://img.pokemondb.net/sprites/sword-shield/icon/weezing.png,110,Weezing,Poison,,490,65,90,120,85,70,60,Weezing,5
https://img.pokemondb.net/sprites/sword-shield/icon/weezing-galarian.png,110,Weezing Galarian Weezing,Poison,Fairy,490,65,90,120,85,70,60,Galarian Weezing,5
https://img.pokemondb.net/sprites/sword-shield/icon/rhyhorn.png,111,Rhyhorn,Ground,Rock,345,80,85,95,30,30,25,Rhyhorn,2
https://img.pokemondb.net/sprites/sword-shield/icon/rhydon.png,112,Rhydon,Ground,Rock,485,105,130,120,45,45,40,Rhydon,1
https://img.pokemondb.net/sprites/sword-shield/icon/chansey.png,113,Chansey,Normal,,450,250,5,5,35,105,50,Chansey,1
https://img.pokemondb.net/sprites/sword-shield/icon/tangela.png,114,Tangela,Grass,,435,65,55,115,100,40,60,Tangela,5
https://img.pokemondb.net/sprites/sword-shield/icon/kangaskhan.png,115,Kangaskhan,Normal,,490,105,95,80,40,80,90,Kangaskhan,1
https://img.pokemondb.net/sprites/sword-shield/icon/kangaskhan-mega.png,115,Kangaskhan Mega Kangaskhan,Normal,,590,105,125,100,60,100,100,Mega Kangaskhan,3
https://img.pokemondb.net/sprites/sword-shield/icon/horsea.png,116,Horsea,Water,,295,30,40,70,70,25,60,Horsea,2
https://img.pokemondb.net/sprites/sword-shield/icon/seadra.png,117,Seadra,Water,,440,55,65,95,95,45,85,Seadra,4
https://img.pokemondb.net/sprites/sword-shield/icon/goldeen.png,118,Goldeen,Water,,320,45,67,60,35,50,63,Goldeen,2
https://img.pokemondb.net/sprites/sword-shield/icon/seaking.png,119,Seaking,Water,,450,80,92,65,65,80,68,Seaking,4
https://img.pokemondb.net/sprites/sword-shield/icon/staryu.png,120,Staryu,Water,,340,30,45,55,70,55,85,Staryu,2
https://img.pokemondb.net/sprites/sword-shield/icon/starmie.png,121,Starmie,Water,Psychic,520,60,75,85,100,85,115,Starmie,0
https://img.pokemondb.net/sprites/sword-shield/icon/mr-mime.png,122,Mr. Mime,Psychic,Fairy,460,40,45,65,100,120,90,Mr. Mime,0
https://img.pokemondb.net/sprites/sword-shield/icon/mr-mime-galarian.png,122,Mr. Mime Galarian Mr. Mime,Ice,Psychic,460,50,65,65,90,90,100,Galarian Mr. Mime,4
https://img.pokemondb.net/sprites/sword-shield/icon/scyther.png,123,Scyther,Bug,Flying,500,70,110,80,55,80,105,Scyther,4
https://img.pokemondb.net/sprites/sword-shield/icon/jynx.png,124,Jynx,Ice,Psychic,455,65,50,35,115,95,95,Jynx,0
https://img.pokemondb.net/sprites/sword-shield/icon/electabuzz.png,125,Electabuzz,Electric,,490,65,83,57,95,85,105,Electabuzz,4
https://img.pokemondb.net/sprites/sword-shield/icon/magmar.png,126,Magmar,Fire,,495,65,95,57,100,85,93,Magmar,4
https://img.pokemondb.net/sprites/sword-shield/icon/pinsir.png,127,Pinsir,Bug,,500,65,125,100,55,70,85,Pinsir,4
https://img.pokemondb.net/sprites/sword-shield/icon/pinsir-mega.png,127,Pinsir Mega Pinsir,Bug,Flying,600,65,155,120,65,90,105,Mega Pinsir,3
https://img.pokemondb.net/sprites/sword-shield/icon/tauros.png,128,Tauros,Normal,,490,75,100,95,40,70,110,Tauros,4
https://img.pokemondb.net/sprites/scarlet-violet/icon/tauros-paldean.png,128,Tauros Combat Breed,Fighting,,490,75,110,105,30,70,100,Tauros Combat Breed,4
https://img.pokemondb.net/sprites/scarlet-violet/icon/tauros-blaze.png,128,Tauros Blaze Breed,Fighting,Fire,490,75,110,105,30,70,100,Tauros Blaze Breed,4
https://img.pokemondb.net/sprites/scarlet-violet/icon/tauros-aqua.png,128,Tauros Aqua Breed,Fighting,Water,490,75,110,105,30,70,100,Tauros Aqua Breed,4
https://img.pokemondb.net/sprites/sword-shield/icon/magikarp.png,129,Magikarp,Water,,200,20,10,55,15,20,80,Magikarp,2
https://img.pokemondb.net/sprites/sword-shield/icon/gyarados.png,130,Gyarados,Water,Flying,540,95,125,79,60,100,81,Gyarados,1
https://img.pokemondb.net/sprites/sword-shield/icon/gyarados-mega.png,130,Gyarados Mega Gyarados,Water,Dark,640,95,155,109,70,130,81,Mega Gyarados,3
https://img.pokemondb.net/sprites/sword-shield/icon/lapras.png,131,Lapras,Water,Ice,535,130,85,80,85,95,60,Lapras,1
https://img.pokemondb.net/sprites/sword-shield/icon/ditto.png,132,Ditto,Normal,,288,48,48,48,48,48,48,Ditto,2
https://img.pokemondb.net/sprites/sword-shield/icon/eevee.png,133,Eevee,Normal,,325,55,55,50,45,65,55,Eevee,2
https://img.pokemondb.net/sprites/sword-shield/icon/eevee-lets-go.png,133,Eevee Partner Eevee,Normal,,435,65,75,70,65,85,75,Partner Eevee,4
https://img.pokemondb.net/sprites/sword-shield/icon/vaporeon.png,134,Vaporeon,Water,,525,130,65,60,110,95,65,Vaporeon,1
https://img.pokemondb.net/sprites/sword-shield/icon/jolteon.png,135,Jolteon,Electric,,525,65,65,60,110,95,130,Jolteon,0
https://img.pokemondb.net/sprites/sword-shield/icon/flareon.png,136,Flareon,Fire,,525,65,130,60,95,110,65,Flareon,0
https://img.pokemondb.net/sprites/sword-shield/icon/porygon.png,137,Porygon,Normal,,395,65,60,70,85,75,40,Porygon,2
https://img.pokemondb.net/sprites/sword-shield/icon/omanyte.png,138,Omanyte,Rock,Water,355,35,40,100,90,55,35,Omanyte,2
https://img.pokemondb.net/sprites/sword-shield/icon/omastar.png,139,Omastar,Rock,Water,495,70,60,125,115,70,55,Omastar,5
https://img.pokemondb.net/sprites/sword-shield/icon/kabuto.png,140,Kabuto,Rock,Water,355,30,80,90,55,45,55,Kabuto,2
https://img.pokemondb.net/sprites/sword-shield/icon/kabutops.png,141,Kabutops,Rock,Water,495,60,115,105,65,70,80,Kabutops,5
https://img.pokemondb.net/sprites/sword-shield/icon/aerodactyl.png,142,Aerodactyl,Rock,Flying,515,80,105,65,60,75,130,Aerodactyl,4
https://img.pokemondb.net/sprites/sword-shield/icon/aerodactyl-mega.png,142,Aerodactyl Mega Aerodactyl,Rock,Flying,615,80,135,85,70,95,150,Mega Aerodactyl,3
https://img.pokemondb.net/sprites/sword-shield/icon/snorlax.png,143,Snorlax,Normal,,540,160,110,65,65,110,30,Snorlax,1
https://img.pokemondb.net/sprites/sword-shield/icon/articuno.png,144,Articuno,Ice,Flying,580,90,85,100,95,125,85,Articuno,0
